age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
19,F,3,Street Vendor,11500,PUV Driver,11000,90,84.0,82.0,89.0,84.0,74.0,67.0,92.0,77.0,94.1,76.0,93.0,96.0,11-15 hours,Often,0,Less than 50%,Not at all,Good,Always,Very motivated,Slightly engaged,Often,Extremely effective,1
18,F,0,Housewife,0,Factory Driver,13000,88,84.4,88.0,89.0,85.0,96.0,73.0,76.0,79.0,88.5,80.0,90.0,84.0,11-15 hours,Often,0,More than 90%,Very actively,Good,Often,Very motivated,Very engaged,Often,Very effective,1
20,M,1,Government Official,20000,Factory Worker,11000,97,79.1,77.0,70.0,80.0,80.0,80.0,85.0,70.0,97.9,80.0,75.0,75.0,5-10 hours,Often,1,Less than 50%,Slightly,Excellent,Always,Very motivated,Moderately engaged,Rarely,Not effective,1
19,F,2,Housewife,0,Sales Associate,12000,86,84.2,96.0,85.0,85.0,79.0,84.0,76.0,77.0,95.0,87.0,84.0,78.0,5-10 hours,Often,1,50-70%,Very actively,Good,Often,Extremely motivated,Extremely engaged,Rarely,Very effective,1
21,F,4,Delivery Rider,13500,Customer Service Representative,20000,84,82.2,80.0,88.0,77.0,73.0,74.0,76.0,93.0,86.3,85.0,92.0,80.0,16-20 hours,Always,0,71-90%,Moderately,Excellent,Often,Very motivated,Very engaged,Sometimes,Extremely effective,1
20,M,0,HR,18000,Plumber,14000,82,84.3,82.0,79.0,77.0,72.0,79.0,99.0,88.0,96.1,85.0,90.0,80.0,16-20 hours,Sometimes,1,Less than 50%,Not at all,Excellent,Often,Very motivated,Moderately engaged,Often,Very effective,1
18,F,1,Housewife,0,Warehouse Staff,12000,81,84.2,88.0,90.0,86.0,80.0,78.0,77.0,84.0,84.2,80.0,85.0,94.0,16-20 hours,Sometimes,0,Less than 50%,Slightly,Excellent,Rarely,Very motivated,Very engaged,Often,Very effective,1
19,M,2,Housewife,0,Call Center Agent,22000,78,80.4,88,76,85,94,61,78,78,77,76,89,82,5-10 hours,Always,0,Less than 50%,Slightly,Poor,Sometimes,Moderately motivated,Moderately engaged,Never,Moderately effective,1
18,M,5,Yaya,9500,Delivery Rider,14000,89,79.9,83.0,70.0,85.0,79.0,76.0,76.0,80.0,86.1,91.0,77.0,76.0,Less than 5 hours,Sometimes,0,More than 90%,Slightly,Fair,Always,Very motivated,Slightly engaged,Sometimes,Moderately effective,1
19,F,0,Sales Assistant,13000,Janitor,8000,94,80.8,73.0,88.0,81.0,93.0,72.0,83.0,80.0,98.0,76.0,75.0,70.0,16-20 hours,Always,1,71-90%,Very actively,Poor,Always,Moderately motivated,Very engaged,Never,Extremely effective,1
20,M,1,Cashier,12000,Office Staff,16000,95,82.5,83.0,73.0,82.0,80.0,81.0,70.0,80.0,95.1,93.0,85.0,85.0,5-10 hours,Often,0,50-70%,Moderately,Good,Always,Not motivated,Very engaged,Often,Extremely effective,1
21,F,2,Housewife,0,Waiter,9000,93,85.6,73.0,86.0,82.0,94.0,91.0,80.0,98.0,90.7,80.0,92.0,75.0,16-20 hours,Rarely,0,71-90%,Not at all,Fair,Sometimes,Not motivated,Very engaged,Often,Very effective,1
19,M,4,Factory Worker,10000,Retail Salesperson,14000,76,78.8,79.0,76.0,90.0,61.0,80.0,76.0,77.0,93.2,80.0,79.0,76.0,16-20 hours,Rarely,1,71-90%,Slightly,Fair,Always,Very motivated,Moderately engaged,Often,Extremely effective,1
18,M,0,Government Official,18000,Graphic Designer,22000,90,83.4,77.0,86.0,87.0,80.0,72.0,93.0,89.0,89.5,80.0,84.0,80.0,11-15 hours,Often,1,More than 90%,Not at all,Good,Always,Very motivated,Moderately engaged,Never,Very effective,1
20,M,1,Waitress,9000,Government Official,19000,88,83.1,91.0,73.0,76.0,77.0,88.0,87.0,98.0,92.8,80.0,76.0,75.0,Less than 5 hours,Never,0,More than 90%,Extremely actively,Fair,Always,Extremely motivated,Very engaged,Often,Extremely effective,1
19,F,3,Housewife,0,Street Vendor,8000,97,80.8,70.0,82.0,84.0,82.0,86.0,76.0,82.0,96.4,76.0,77.0,77.0,11-15 hours,Rarely,0,71-90%,Slightly,Good,Always,Extremely motivated,Very engaged,Often,Very effective,1
22,F,1,Security Guard,16000,Construction Worker,15000,86,82.0,77.0,71.0,86.0,86.0,81.0,77.0,89.0,91.9,91.0,75.0,77.0,5-10 hours,Sometimes,1,Less than 50%,Very actively,Excellent,Often,Extremely motivated,Very engaged,Never,Not effective,1
18,M,0,Laundry Personnel,7000,Mechanic,14000,84,83.1,77.0,82.0,81.0,73.0,79.0,99.0,98.0,88.7,83.0,76.0,77.0,16-20 hours,Rarely,0,71-90%,Not at all,Excellent,Always,Extremely motivated,Extremely engaged,Often,Very effective,1
20,F,1,Delivery Rider,12500,Electrician,13000,82,82.4,75.0,85.0,79.0,77.0,86.0,70.0,98.0,84.9,76.0,82.0,94.0,Less than 5 hours,Sometimes,1,71-90%,Slightly,Fair,Rarely,Not motivated,Very engaged,Often,Very effective,1
21,M,2,Tailor,8500,Security Guard,16000,81,82.7,88.0,85.0,76.0,85.0,72.0,78.0,77.0,93.8,85.0,90.0,80.0,5-10 hours,Always,0,71-90%,Not at all,Excellent,Often,Not motivated,Very engaged,Often,Moderately effective,1
19,M,4,Housewife,0,Jeepney Driver,14000,78,81.8,78.0,95.0,91.0,76.0,71.0,88.0,75.0,87.0,75.0,82.0,82.0,16-20 hours,Often,0,More than 90%,Not at all,Fair,Always,Very motivated,Moderately engaged,Often,Extremely effective,1
18,F,0,HR,20000,Tricycle Driver,9000,89,83.3,80.0,93.0,74.0,77.0,73.0,91.0,75.0,89.8,91.0,76.0,96.0,11-15 hours,Never,1,More than 90%,Not at all,Good,Often,Very motivated,Moderately engaged,Often,Moderately effective,1
20,M,1,Street Vendor,10000,Househusband,0,94,81.6,77.0,71.0,76.0,89.0,88.0,89.0,82.0,95.6,76.0,77.0,77.0,Less than 5 hours,Sometimes,0,More than 90%,Slightly,Good,Often,Extremely motivated,Very engaged,Never,Not effective,1
19,F,2,Housewife,0,PUV Driver,12000,95,87.4,80.0,91.0,86.0,95.0,82.0,99.0,95.0,97.9,80.0,75.0,80.0,5-10 hours,Sometimes,1,71-90%,Not at all,Poor,Always,Not motivated,Very engaged,Rarely,Moderately effective,1
21,M,1,Teacher,21000,Factory Driver,13000,93,83.0,79.0,80.0,89.0,83.0,83.0,76.0,93.0,96.3,80.0,77.0,77.0,5-10 hours,Sometimes,0,Less than 50%,Very actively,Poor,Often,Not motivated,Extremely engaged,Often,Very effective,1
20,F,5,Sales Clerk,9000,Factory Worker,10000,76,82.0,77.0,86.0,80.0,77.0,91.0,76.0,82.0,88.9,75.0,75.0,94.0,16-20 hours,Always,1,71-90%,Slightly,Fair,Rarely,Very motivated,Extremely engaged,Often,Very effective,1
18,M,0,Housewife,0,Sales Associate,14000,90,82.3,81.0,82.0,90.0,76.0,72.0,76.0,80.0,92.1,96.0,80.0,80.0,Less than 5 hours,Often,0,More than 90%,Not at all,Good,Always,Very motivated,Very engaged,Rarely,Not effective,1
19,M,1,Housewife,0,Customer Service Representative,20000,88,84.9,76.0,78.0,94.0,84.0,93.0,99.0,77.0,90.5,85.0,80.0,77.0,5-10 hours,Always,0,More than 90%,Slightly,Good,Always,Not motivated,Very engaged,Rarely,Very effective,1
20,M,2,Housewife,0,Plumber,15000,97,87.3,86.0,87.0,84.0,82.0,78.0,90.0,84.0,95.8,96.0,87.0,91.0,16-20 hours,Often,1,50-70%,Slightly,Excellent,Always,Not motivated,Slightly engaged,Rarely,Moderately effective,1
18,F,4,Cashier,11000,Warehouse Staff,12000,86,86.5,81.0,77.0,87.0,78.0,83.0,76.0,93.0,94.0,96.0,88.0,98.0,5-10 hours,Sometimes,0,71-90%,Moderately,Poor,Rarely,Extremely motivated,Very engaged,Never,Very effective,1
19,F,0,Housewife,0,Call Center Agent,21000,84,83.0,75.0,76.0,88.0,89.0,77.0,83.0,88.0,87.6,82.0,85.0,82.0,Less than 5 hours,Always,1,50-70%,Not at all,Good,Often,Extremely motivated,Moderately engaged,Never,Not effective,1
20,M,1,Factory Worker,9500,Maintenance Worker,13000,82,81.4,70.0,79.0,76.0,84.0,81.0,76.0,84.0,85.4,92.0,74.0,94.0,5-10 hours,Often,0,Less than 50%,Moderately,Good,Always,Extremely motivated,Extremely engaged,Rarely,Very effective,1
21,M,3,Government Official,19000,Delivery Rider,12000,81,82.4,87.0,85.0,85.0,81.0,83.0,76.0,75.0,86.6,85.0,83.0,80.0,5-10 hours,Never,0,Less than 50%,Very actively,Poor,Often,Not motivated,Slightly engaged,Often,Not effective,1
19,F,1,Teacher,22000,Janitor,8000,78,81.8,86.0,89.0,88.0,79.0,82.0,78.0,78.0,84.2,75.0,84.0,77.0,5-10 hours,Sometimes,1,71-90%,Slightly,Good,Often,Not motivated,Slightly engaged,Sometimes,Not effective,1
18,F,0,Housewife,0,Office Staff,15000,89,84.9,89.0,82.0,80.0,96.0,79.0,76.0,77.0,95.3,96.0,77.0,87.0,Less than 5 hours,Sometimes,1,Less than 50%,Slightly,Fair,Often,Very motivated,Very engaged,Often,Not effective,1
19,M,1,Yaya,8500,Waiter,10000,94,80.6,81.0,80.0,89.0,71.0,73.0,76.0,90.0,87.2,75.0,84.0,80.0,5-10 hours,Often,0,Less than 50%,Not at all,Good,Often,Moderately motivated,Very engaged,Sometimes,Not effective,1
20,F,2,Housewife,0,Retail Salesperson,15000,95,84.6,84.0,87.0,85.0,82.0,88.0,76.0,89.0,90.0,75.0,88.0,87.0,5-10 hours,Always,0,Less than 50%,Slightly,Good,Always,Moderately motivated,Very engaged,Often,Extremely effective,1
18,F,4,Sales Assistant,14500,Graphic Designer,19000,93,84.3,81.0,82.0,90.0,76.0,84.0,81.0,91.0,94.2,91.0,82.0,75.0,5-10 hours,Rarely,1,Less than 50%,Moderately,Excellent,Always,Extremely motivated,Moderately engaged,Never,Very effective,1
20,M,0,Waitress,9500,Government Official,18000,76,83.8,85.0,83.0,90.0,90.0,79.0,96.0,77.0,91.4,75.0,75.0,80.0,Less than 5 hours,Often,0,Less than 50%,Very actively,Good,Often,Extremely motivated,Very engaged,Often,Moderately effective,1
21,M,1,Housewife,0,Street Vendor,9000,90,81.9,80.0,73.0,80.0,81.0,82.0,88.0,77.0,92.5,94.0,76.0,77.0,11-15 hours,Sometimes,0,More than 90%,Not at all,Poor,Always,Extremely motivated,Moderately engaged,Often,Not effective,1
19,M,2,Security Guard,13000,Construction Worker,13000,88,83.0,79.0,76.0,87.0,77.0,82.0,99.0,84.0,88.5,70.0,90.0,80.0,5-10 hours,Always,0,Less than 50%,Very actively,Fair,Rarely,Extremely motivated,Very engaged,Never,Very effective,1
18,M,1,Laundry Personnel,8000,Mechanic,16000,97,87.0,94.0,89.0,83.0,80.0,87.0,94.0,96.0,85.1,76.0,86.0,87.0,Less than 5 hours,Never,1,71-90%,Very actively,Poor,Sometimes,Not motivated,Very engaged,Rarely,Very effective,1
20,M,5,Housewife,0,Electrician,14000,86,82.6,83.0,72.0,83.0,90.0,78.0,92.0,77.0,93.3,80.0,78.0,82.0,16-20 hours,Never,1,More than 90%,Extremely actively,Fair,Sometimes,Extremely motivated,Very engaged,Never,Very effective,1
19,F,0,Delivery Rider,11500,Security Guard,15000,84,82.6,86.0,79.0,89.0,80.0,75.0,76.0,82.0,90.3,82.0,75.0,94.0,Less than 5 hours,Often,0,50-70%,Moderately,Good,Always,Very motivated,Moderately engaged,Sometimes,Very effective,1
18,F,1,HR,21500,Jeepney Driver,13000,82,85.8,80.0,94.0,82.0,90.0,85.0,90.0,82.0,86.8,84.0,93.0,77.0,16-20 hours,Rarely,0,71-90%,Moderately,Good,Sometimes,Very motivated,Extremely engaged,Often,Not effective,1
22,M,2,Tailor,7500,Tricycle Driver,8000,81,82.8,90.0,90.0,77.0,62.0,79.0,99.0,77.0,96.6,75.0,88.0,77.0,5-10 hours,Rarely,0,50-70%,Not at all,Poor,Always,Very motivated,Moderately engaged,Never,Moderately effective,1
20,F,4,Housewife,0,Househusband,0,78,81.4,88.0,78.0,83.0,72.0,85.0,77.0,82.0,97.5,76.0,75.0,82.0,More than 20 hours,Often,1,71-90%,Not at all,Fair,Rarely,Very motivated,Extremely engaged,Often,Moderately effective,1
19,M,0,Sales Clerk,12000,PUV Driver,13000,89,83.3,83.0,72.0,80.0,83.0,74.0,89.0,91.0,89.2,85.0,93.0,77.0,Less than 5 hours,Always,0,50-70%,Not at all,Good,Sometimes,Very motivated,Very engaged,Often,Moderately effective,1
18,F,1,Teacher,19500,Factory Driver,12000,94,86.1,84.0,86.0,83.0,91.0,76.0,87.0,96.0,86.2,76.0,86.0,96.0,5-10 hours,Always,0,71-90%,Not at all,Good,Always,Extremely motivated,Very engaged,Never,Extremely effective,1
21,F,3,Housewife,0,Factory Worker,11000,95,81.1,72.0,84.0,81.0,76.0,77.0,77.0,93.0,88.8,76.0,76.0,91.0,Less than 5 hours,Sometimes,1,More than 90%,Slightly,Good,Often,Very motivated,Very engaged,Often,Very effective,1
20,M,1,Yaya,8000,Sales Associate,14000,93,79.4,82.0,76.0,76.0,79.0,82.0,70.0,79.0,96.1,76.0,77.0,80.0,5-10 hours,Often,0,More than 90%,Slightly,Good,Always,Extremely motivated,Very engaged,Often,Very effective,1
19,F,0,Housewife,0,Customer Service Representative,18000,76,83.3,75.0,86.0,88.0,74.0,80.0,78.0,98.0,91.7,80.0,75.0,91.0,More than 20 hours,Often,1,Less than 50%,Very actively,Poor,Always,Extremely motivated,Moderately engaged,Rarely,Extremely effective,1
18,M,1,Security Guard,0,Plumber,14000,90,80.6,71.0,80.0,83.0,78.0,80.0,83.0,90.0,95.0,80.0,77.0,70.0,11-15 hours,Always,0,71-90%,Not at all,Good,Always,Not motivated,Very engaged,Sometimes,Very effective,1
20,F,2,Factory Worker,10000,Warehouse Staff,11000,88,82.5,73.0,72.0,83.0,80.0,72.0,99.0,81.0,91.0,85.0,95.0,77.0,11-15 hours,Sometimes,0,Less than 50%,Very actively,Poor,Sometimes,Extremely motivated,Moderately engaged,Rarely,Not effective,1
21,M,4,Housewife,0,Call Center Agent,22000,97,79.3,71.0,71.0,86.0,89.0,65.0,77.0,95.0,84.8,75.0,76.0,83.0,16-20 hours,Always,1,More than 90%,Slightly,Good,Sometimes,Extremely motivated,Moderately engaged,Never,Very effective,1
19,F,0,Housewife,0,Maintenance Worker,12000,86,81.7,87.0,80.0,79.0,84.0,77.0,76.0,80.0,93.1,75.0,93.0,75.0,11-15 hours,Often,0,More than 90%,Moderately,Fair,Always,Extremely motivated,Moderately engaged,Rarely,Very effective,1
18,M,1,Cashier,13500,Delivery Rider,13000,84,84.4,86.0,90.0,83.0,69.0,81.0,78.0,98.0,97.1,89.0,77.0,80.0,5-10 hours,Always,0,Less than 50%,Slightly,Fair,Often,Very motivated,Moderately engaged,Never,Very effective,1
20,F,2,Waitress,11500,Janitor,7000,82,86.6,82.0,88.0,91.0,83.0,77.0,99.0,78.0,98.1,94.0,85.0,78.0,Less than 5 hours,Sometimes,1,Less than 50%,Not at all,Poor,Always,Extremely motivated,Very engaged,Never,Moderately effective,1
19,M,1,Government Official,20000,Office Staff,16000,81,85.0,90.0,92.0,83.0,73.0,92.0,84.0,84.0,85.5,80.0,77.0,94.0,Less than 5 hours,Often,0,Less than 50%,Slightly,Good,Rarely,Extremely motivated,Very engaged,Sometimes,Extremely effective,1
22,F,5,Laundry Personnel,9000,Waiter,9000,78,81.7,77.0,81.0,80.0,84.0,88.0,77.0,77.0,88.0,85.0,79.0,83.0,5-10 hours,Always,1,71-90%,Extremely actively,Fair,Sometimes,Very motivated,Very engaged,Sometimes,Not effective,1
18,M,0,Delivery Rider,13000,Retail Salesperson,16000,89,84.0,88.0,78.0,78.0,77.0,82.0,90.0,81.0,94.3,85.0,75.0,96.0,Less than 5 hours,Often,0,71-90%,Extremely actively,Good,Rarely,Moderately motivated,Moderately engaged,Rarely,Moderately effective,1
20,F,1,Street Vendor,12500,Graphic Designer,20000,94,82.8,80.0,76.0,79.0,81.0,63.0,94.0,80.0,92.9,91.0,80.0,94.0,5-10 hours,Sometimes,0,71-90%,Very actively,Excellent,Often,Extremely motivated,Moderately engaged,Often,Extremely effective,1
21,M,2,Housewife,0,Government Official,19000,95,85.6,81.0,92.0,77.0,91.0,73.0,76.0,98.0,97.6,75.0,85.0,96.0,Less than 5 hours,Always,1,71-90%,Slightly,Good,Always,Very motivated,Slightly engaged,Sometimes,Very effective,1
19,M,4,Teacher,23000,Street Vendor,10000,93,82.7,79.0,77.0,80.0,79.0,61.0,88.0,92.0,90.1,93.0,75.0,96.0,5-10 hours,Always,0,71-90%,Moderately,Excellent,Often,Very motivated,Extremely engaged,Rarely,Very effective,1
18,F,0,HR,24000,Construction Worker,12000,76,82.7,76,86,95,78,84,72,80,88,96,75,80,Less than 5 hours,Rarely,0,More than 90%,Moderately,Good,Often,Very motivated,Extremely engaged,Rarely,Not effective,1
20,M,1,Housewife,0,Mechanic,15000,90,84.7,80.0,77.0,86.0,87.0,83.0,97.0,77.0,93.0,85.0,90.0,77.0,16-20 hours,Rarely,0,71-90%,Moderately,Excellent,Always,Very motivated,Moderately engaged,Rarely,Very effective,1
19,F,3,Cashier,14500,Electrician,13000,88,82.1,73.0,81.0,88.0,84.0,76.0,80.0,92.0,88.2,87.0,76.0,78.0,Less than 5 hours,Sometimes,1,Less than 50%,Not at all,Good,Often,Very motivated,Very engaged,Never,Very effective,1
21,M,1,Factory Worker,11000,Security Guard,14000,97,80.2,71.0,77.0,81.0,84.0,79.0,76.0,89.0,89.7,75.0,74.0,87.0,5-10 hours,Rarely,1,50-70%,Not at all,Excellent,Often,Very motivated,Moderately engaged,Sometimes,Extremely effective,1
18,F,0,Housewife,0,Jeepney Driver,14000,86,84.1,85.0,88.0,76.0,88.0,77.0,86.0,82.0,86.3,78.0,85.0,94.0,More than 20 hours,Never,0,50-70%,Slightly,Excellent,Rarely,Not motivated,Extremely engaged,Often,Moderately effective,1
20,F,1,Sales Assistant,10500,Tricycle Driver,9000,84,83.1,77.0,90.0,80.0,79.0,78.0,93.0,77.0,96.5,83.0,84.0,77.0,More than 20 hours,Sometimes,0,Less than 50%,Slightly,Good,Sometimes,Very motivated,Very engaged,Often,Extremely effective,1
19,M,2,Housewife,0,Househusband,0,82,82.3,79.0,82.0,78.0,88.0,87.0,81.0,80.0,89.3,75.0,90.0,76.0,5-10 hours,Never,1,Less than 50%,Not at all,Good,Rarely,Very motivated,Slightly engaged,Often,Extremely effective,1
18,M,4,Government Official,18500,PUV Driver,12000,81,84.1,87.0,77.0,83.0,80.0,87.0,89.0,77.0,90.9,80.0,86.0,88.0,Less than 5 hours,Rarely,0,71-90%,Very actively,Good,Always,Very motivated,Very engaged,Often,Not effective,1
22,F,0,Tailor,9500,Factory Driver,13000,78,84.1,81.0,76.0,77.0,74.0,77.0,80.0,98.0,92.4,91.0,83.0,96.0,16-20 hours,Always,1,Less than 50%,Moderately,Poor,Often,Extremely motivated,Extremely engaged,Rarely,Moderately effective,1
20,M,1,Yaya,9000,Factory Worker,13000,89,81.9,76.0,94.0,78.0,72.0,85.0,76.0,77.0,87.5,75.0,89.0,91.0,16-20 hours,Rarely,0,71-90%,Moderately,Excellent,Sometimes,Extremely motivated,Very engaged,Rarely,Very effective,1
19,F,2,Housewife,0,Sales Associate,15000,94,81.9,80.0,80.0,76.0,84.0,83.0,94.0,81.0,84.6,70.0,92.0,76.0,16-20 hours,Always,1,71-90%,Not at all,Poor,Rarely,Very motivated,Extremely engaged,Rarely,Very effective,1
21,M,1,Sales Clerk,11000,Customer Service Representative,22000,95,84.3,73.0,89.0,90.0,82.0,87.0,78.0,81.0,85.8,96.0,88.0,77.0,5-10 hours,Rarely,0,71-90%,Slightly,Excellent,Sometimes,Very motivated,Very engaged,Often,Extremely effective,1
18,F,5,Housewife,0,Plumber,13000,93,85.1,83.0,83.0,96.0,92.0,89.0,81.0,78.0,95.4,83.0,79.0,77.0,11-15 hours,Sometimes,0,50-70%,Very actively,Good,Always,Very motivated,Very engaged,Sometimes,Extremely effective,1
20,M,0,Housewife,0,Warehouse Staff,12000,76,82.5,83.0,74.0,82.0,76.0,75.0,83.0,78.0,94.9,94.0,79.0,89.0,Less than 5 hours,Rarely,1,More than 90%,Slightly,Excellent,Always,Very motivated,Slightly engaged,Often,Extremely effective,1
19,M,1,Security Guard,15000,Call Center Agent,21000,90,82.6,81.0,88.0,85.0,83.0,82.0,76.0,83.0,87.9,84.0,79.0,80.0,More than 20 hours,Always,0,71-90%,Slightly,Good,Sometimes,Very motivated,Slightly engaged,Never,Not effective,1
18,F,2,Teacher,18000,Maintenance Worker,14000,88,80.8,77,76,80,80,90,76,77,93,85,80,75,16-20 hours,Sometimes,1,50-70%,Slightly,Good,Always,Moderately motivated,Moderately engaged,Sometimes,Very effective,1
20,M,4,Housewife,0,Delivery Rider,14000,97,84.2,76.0,91.0,75.0,74.0,77.0,91.0,93.0,98.3,96.0,77.0,78.0,5-10 hours,Often,1,71-90%,Slightly,Excellent,Always,Moderately motivated,Very engaged,Rarely,Very effective,1
21,F,0,Delivery Rider,14000,Janitor,9000,86,86.2,72.0,95.0,77.0,79.0,86.0,90.0,87.0,88.4,96.0,93.0,85.0,Less than 5 hours,Sometimes,0,More than 90%,Not at all,Fair,Rarely,Extremely motivated,Very engaged,Often,Not effective,1
19,F,1,HR,22500,Office Staff,15000,84,82.4,90.0,79.0,90.0,77.0,84.0,76.0,79.0,87.9,88.0,78.0,78.0,5-10 hours,Sometimes,0,Less than 50%,Slightly,Good,Always,Extremely motivated,Very engaged,Rarely,Moderately effective,1
18,F,3,Factory Worker,9000,Waiter,10000,82,82.5,84.0,82.0,81.0,90.0,81.0,82.0,82.0,96.3,76.0,76.0,77.0,16-20 hours,Often,0,Less than 50%,Not at all,Fair,Always,Not motivated,Extremely engaged,Often,Very effective,1
20,M,1,Housewife,0,Retail Salesperson,14000,81,87.4,94.0,94.0,82.0,76.0,84.0,97.0,85.0,94.8,92.0,76.0,87.0,5-10 hours,Sometimes,1,50-70%,Moderately,Poor,Often,Very motivated,Moderately engaged,Never,Not effective,1
19,F,0,Street Vendor,9500,Graphic Designer,19000,78,79.6,80.0,96.0,82.0,78.0,72.0,70.0,78.0,88.7,76.0,79.0,76.0,11-15 hours,Rarely,1,More than 90%,Very actively,Poor,Always,Very motivated,Moderately engaged,Never,Very effective,1
21,F,1,Cashier,12000,Government Official,17000,89,84.3,80.0,76.0,80.0,89.0,79.0,83.0,95.0,90.1,87.0,90.0,78.0,5-10 hours,Sometimes,0,More than 90%,Moderately,Poor,Often,Very motivated,Extremely engaged,Often,Very effective,1
22,M,2,Waitress,10500,Street Vendor,8000,94,81.9,80.0,92.0,84.0,92.0,82.0,76.0,84.0,85.2,76.0,80.0,70.0,Less than 5 hours,Never,0,More than 90%,Moderately,Good,Rarely,Not motivated,Very engaged,Often,Very effective,1
18,F,4,Laundry Personnel,8500,Construction Worker,16000,95,81.1,71.0,93.0,84.0,86.0,82.0,76.0,77.0,93.0,75.0,79.0,76.0,5-10 hours,Often,1,Less than 50%,Moderately,Good,Always,Extremely motivated,Extremely engaged,Rarely,Extremely effective,1
19,F,0,Housewife,0,Mechanic,17000,93,82.9,72.0,93.0,95.0,76.0,82.0,84.0,80.0,88.2,85.0,82.0,75.0,11-15 hours,Rarely,0,50-70%,Slightly,Fair,Always,Very motivated,Very engaged,Sometimes,Not effective,1
20,M,1,Government Official,19000,Electrician,14000,76,80.4,78.0,89.0,82.0,82.0,77.0,81.0,77.0,89.7,76.0,75.0,78.0,5-10 hours,Rarely,1,71-90%,Extremely actively,Good,Often,Very motivated,Very engaged,Often,Extremely effective,1
18,F,2,Housewife,0,Security Guard,13000,90,88.1,81.0,81.0,96.0,77.0,89.0,97.0,96.0,86.3,75.0,95.0,96.0,5-10 hours,Often,0,Less than 50%,Not at all,Excellent,Always,Not motivated,Moderately engaged,Sometimes,Very effective,1
20,M,1,Tailor,8500,Jeepney Driver,12000,88,84.5,82.0,90.0,84.0,72.0,83.0,91.0,81.0,96.5,93.0,82.0,75.0,Less than 5 hours,Often,0,71-90%,Moderately,Good,Sometimes,Moderately motivated,Very engaged,Rarely,Extremely effective,1
19,F,5,Sales Assistant,11500,Tricycle Driver,10000,97,81.9,73.0,81.0,77.0,71.0,89.0,76.0,98.0,89.3,84.0,85.0,78.0,16-20 hours,Sometimes,1,More than 90%,Slightly,Good,Always,Very motivated,Moderately engaged,Never,Not effective,1
21,M,0,Housewife,0,Househusband,0,86,83.9,84.0,79.0,81.0,84.0,81.0,97.0,77.0,90.9,90.0,83.0,76.0,5-10 hours,Sometimes,0,More than 90%,Not at all,Excellent,Often,Extremely motivated,Moderately engaged,Sometimes,Moderately effective,1
20,F,1,Teacher,21000,PUV Driver,11000,84,84.9,72.0,80.0,84.0,87.0,95.0,76.0,80.0,92.4,94.0,76.0,98.0,5-10 hours,Often,0,Less than 50%,Very actively,Excellent,Always,Very motivated,Extremely engaged,Rarely,Moderately effective,1
18,F,2,Housewife,0,Factory Driver,12000,82,86.0,87.0,79.0,87.0,84.0,82.0,84.0,91.0,87.5,75.0,93.0,96.0,11-15 hours,Often,1,71-90%,Slightly,Good,Sometimes,Extremely motivated,Extremely engaged,Sometimes,Very effective,1
19,M,4,Cashier,14000,Factory Worker,11000,81,78.1,74.0,83.0,77.0,76.0,65.0,91.0,81.0,84.6,76.0,74.0,78.0,Less than 5 hours,Sometimes,0,Less than 50%,Moderately,Poor,Often,Very motivated,Moderately engaged,Often,Extremely effective,1
20,M,0,Yaya,7500,Sales Associate,15000,78,81.2,73.0,81.0,85.0,96.0,76.0,80.0,77.0,85.8,84.0,80.0,75.0,Less than 5 hours,Often,1,Less than 50%,Not at all,Good,Always,Moderately motivated,Slightly engaged,Often,Very effective,1
18,F,1,Housewife,0,Customer Service Representative,20000,89,83.9,83.0,82.0,84.0,75.0,85.0,76.0,84.0,95.4,98.0,84.0,76.0,Less than 5 hours,Always,0,Less than 50%,Very actively,Excellent,Always,Extremely motivated,Slightly engaged,Sometimes,Not effective,1
19,M,3,Security Guard,14500,Plumber,15000,94,80.9,78.0,78.0,82.0,78.0,81.0,76.0,80.0,94.9,76.0,86.0,80.0,Less than 5 hours,Never,0,71-90%,Moderately,Poor,Often,Moderately motivated,Extremely engaged,Often,Moderately effective,1
20,F,1,Housewife,0,Warehouse Staff,13000,95,85.0,89.0,88.0,87.0,77.0,74.0,99.0,84.0,87.9,90.0,77.0,82.0,16-20 hours,Often,0,71-90%,Very actively,Good,Always,Not motivated,Very engaged,Never,Very effective,1
21,M,0,Delivery Rider,13500,Call Center Agent,23000,93,83.4,87.0,79.0,84.0,87.0,86.0,77.0,91.0,93.6,80.0,76.0,77.0,5-10 hours,Always,1,71-90%,Not at all,Fair,Often,Not motivated,Moderately engaged,Sometimes,Not effective,1
19,F,1,Sales Clerk,12500,Maintenance Worker,12000,76,81.8,83.0,77.0,79.0,83.0,75.0,83.0,77.0,87.3,96.0,77.0,83.0,Less than 5 hours,Sometimes,1,50-70%,Not at all,Fair,Sometimes,Very motivated,Very engaged,Often,Very effective,1
