age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
21,M,1,Street Vendor,11000,Graphic Designer,19000,89,91.5,95.3,88.8,95.3,91.3,95.9,84.8,91.0,94.9,86.8,89.2,93.9,Less than 5 hours,Always,Yes,71-90%,Slightly,Excellent,Always,Very motivated,Moderately engaged,Often,Moderately effective,1
18,F,5,Housewife,0,Government Official,18000,97,88.8,90.8,85.1,90.8,96.7,98.2,94.9,85.9,96.0,74.3,85.9,78.2,5-10 hours,Often,No,More than 90%,Very actively,Fair,Rarely,Slightly motivated,Very engaged,Always,Very effective,1
20,M,0,Government Official,17000,Street Vendor,10000,93,94.0,98.3,93.3,98.3,85.9,91.9,95.3,92.9,98.2,98.8,93.5,87.9,11-15 hours,Rarely,No,More than 90%,Extremely actively,Good,Often,Moderately motivated,Not engaged,Sometimes,Not effective,1
19,M,1,Housewife,0,Construction Worker,15000,92,87.2,86.1,90.0,86.1,95.4,92.5,93.2,81.8,91.5,91.5,76.0,74.7,5-10 hours,Sometimes,No,More than 90%,Moderately,Very Good,Always,Not motivated,Slightly engaged,Rarely,Extremely effective,0
18,F,2,Delivery Rider,15000,Mechanic,17000,91,90.1,95.1,91.5,95.1,98.3,90.9,87.5,95.0,87.1,83.2,72.8,94.6,Less than 5 hours,Never,Yes,More than 90%,Not at all,Poor,Sometimes,Extremely motivated,Moderately engaged,Often,Very effective,1
20,F,4,HR,19000,Electrician,14000,96,87.3,87.6,86.3,87.6,92.6,84.8,80.2,84.8,95.1,92.6,96.5,72.5,11-15 hours,Sometimes,No,More than 90%,Slightly,Good,Always,Slightly motivated,Extremely engaged,Always,Moderately effective,0
21,F,0,Housewife,0,Security Guard,13000,95,89.8,92.5,89.1,92.5,89.5,97.1,91.0,98.6,84.5,84.9,82.5,85.1,5-10 hours,Always,Yes,More than 90%,Moderately,Fair,Sometimes,Very motivated,Very engaged,Sometimes,Slightly effective,1
19,M,1,Housewife,0,Jeepney Driver,13000,90,88.3,88.9,92.3,88.9,94.6,85.8,81.8,86.8,89.0,86.1,81.8,95.5,11-15 hours,Often,No,71-90%,Very actively,Excellent,Often,Moderately motivated,Not engaged,Rarely,Moderately effective,0
18,M,3,Housewife,0,Tricycle Driver,8000,97.5,91.7,94.5,96.9,94.5,87.0,93.8,88.6,89.5,97.2,89.5,95.1,81.8,11-15 hours,Rarely,Yes,More than 90%,Extremely actively,Very Good,Always,Very motivated,Slightly engaged,Often,Very effective,1
20,F,1,Yaya,10000,Househusband,0,90,0.0,0,0,0,0,0,0,0,0,0,0,0,11-15 hours,Always,No,More than 90%,Not at all,Good,Rarely,Extremely motivated,Moderately engaged,Always,Not effective,0
19,M,0,Sales Assistant,14000,PUV Driver,11000,93,88.8,97.6,87.8,97.6,91.7,96.9,98.3,73.8,90.8,73.5,76.5,92.2,5-10 hours,Never,No,More than 90%,Slightly,Very Good,Often,Slightly motivated,Very engaged,Sometimes,Slightly effective,1
21,F,1,Cashier,12500,Factory Driver,12000,89,86.9,85.6,90.5,85.6,93.5,87.3,76.5,91.9,86.7,80.0,87.9,90.3,11-15 hours,Often,Yes,More than 90%,Very actively,Excellent,Sometimes,Not motivated,Extremely engaged,Often,Extremely effective,0
22,M,2,Housewife,0,Factory Worker,11000,97,92.0,90.3,93.9,90.3,88.4,91.4,91.8,96.2,92.9,91.1,88.3,97.1,Less than 5 hours,Always,No,More than 90%,Moderately,Poor,Always,Moderately motivated,Not engaged,Rarely,Very effective,1
18,F,4,Factory Worker,11500,Sales Associate,16000,92,90.1,86.9,95.2,86.9,96.1,95.5,90.3,87.6,89.5,93.0,96.2,74.2,More than 20 hours,Sometimes,No,More than 90%,Extremely actively,Fair,Rarely,Very motivated,Moderately engaged,Always,Moderately effective,1
19,M,0,Government Official,19000,Customer Service Representative,20000,90,92.6,93.8,92.1,93.8,97.9,89.5,93.2,90.3,96.9,87.9,86.8,96.4,5-10 hours,Never,Yes,More than 90%,Moderately,Good,Always,Slightly motivated,Very engaged,Sometimes,Extremely effective,1
20,F,1,Waitress,8000,Plumber,13000,94,83.7,89.2,86.9,89.2,85.5,86.2,76.8,75.2,85.7,89.3,73.3,83.9,Less than 5 hours,Rarely,No,More than 90%,Not at all,Very Good,Often,Extremely motivated,Slightly engaged,Often,Not effective,0
18,F,2,Housewife,0,Warehouse Staff,12000,96,90.2,94.3,84.5,94.3,90.3,93.5,89.5,88.0,94.5,92.2,78.8,92.9,11-15 hours,Sometimes,Yes,71-90%,Slightly,Excellent,Sometimes,Very motivated,Extremely engaged,Rarely,Very effective,1
20,M,1,Security Guard,13500,Call Center Agent,20000,95,94.8,96.7,98.0,96.7,93.6,98.8,95.6,94.9,90.1,96.1,91.3,91.0,11-15 hours,Often,No,More than 90%,Very actively,Poor,Often,Not motivated,Moderately engaged,Always,Slightly effective,1
19,F,5,Laundry Personnel,7000,Maintenance Worker,13000,97,88.6,97.8,88.5,97.8,88.2,85.1,82.3,93.0,91.2,82.8,94.8,73.6,5-10 hours,Sometimes,No,More than 90%,Extremely actively,Good,Always,Moderately motivated,Very engaged,Often,Moderately effective,1
21,F,0,Delivery Rider,12000,Delivery Rider,12000,91,90.7,91.5,97.3,91.5,92.9,92.0,97.6,77.8,98.0,74.9,95.4,88.8,5-10 hours,Always,Yes,More than 90%,Not at all,Very Good,Rarely,Very motivated,Extremely engaged,Always,Extremely effective,1
20,M,1,Tailor,9000,Janitor,9000,89,90.0,86.8,90.9,86.8,94.5,90.3,86.3,96.5,86.4,96.5,92.8,82.0,Less than 5 hours,Never,Yes,More than 90%,Slightly,Fair,Sometimes,Extremely motivated,Not engaged,Rarely,Very effective,1
18,M,2,Housewife,0,Office Staff,15000,93,88.9,98.0,85.9,98.0,87.7,96.6,72.9,82.1,88.2,93.2,90.2,85.7,11-15 hours,Rarely,No,More than 90%,Moderately,Good,Often,Slightly motivated,Slightly engaged,Sometimes,Not effective,1
19,F,4,HR,21000,Waiter,11000,92,87.8,90.2,92.9,90.2,85.8,94.1,81.0,86.9,93.8,75.6,84.8,90.7,11-15 hours,Always,Yes,More than 90%,Very actively,Very Good,Always,Not motivated,Moderately engaged,Often,Moderately effective,0
20,F,0,Street Vendor,13000,Retail Salesperson,15000,96,90.0,88.3,89.9,88.3,98.4,88.3,90.9,78.5,95.3,85.5,90.8,96.2,Less than 5 hours,Sometimes,Yes,More than 90%,Extremely actively,Excellent,Rarely,Very motivated,Very engaged,Always,Slightly effective,1
18,M,1,Housewife,0,Graphic Designer,21000,95,90.4,93.0,96.6,93.0,91.8,87.6,84.0,89.0,87.6,88.8,96.6,86.3,5-10 hours,Often,No,More than 90%,Not at all,Fair,Sometimes,Extremely motivated,Slightly engaged,Sometimes,Very effective,1
19,F,3,Teacher,20500,Government Official,19000,90,90.2,85.4,97.9,85.4,97.1,95.7,92.6,94.2,90.6,81.9,77.5,93.7,11-15 hours,Rarely,Yes,More than 90%,Slightly,Excellent,Often,Moderately motivated,Extremely engaged,Rarely,Not effective,1
20,M,1,Sales Clerk,11500,Street Vendor,9000,97,92.8,95.9,95.4,95.9,91.0,91.2,94.1,98.0,89.2,97.8,73.8,98.2,Less than 5 hours,Never,No,More than 90%,Moderately,Very Good,Always,Very motivated,Moderately engaged,Often,Extremely effective,1
21,F,0,Housewife,0,Construction Worker,12000,97.5,84.4,84.8,86.0,84.8,86.3,97.5,73.3,80.8,93.0,80.3,84.5,77.8,5-10 hours,Always,No,More than 90%,Very actively,Good,Sometimes,Not motivated,Not engaged,Always,Moderately effective,0
19,F,1,Housewife,0,Mechanic,16000,96.5,89.2,92.9,95.1,92.9,88.1,93.0,88.8,87.3,84.8,91.0,86.3,81.0,5-10 hours,Sometimes,No,More than 90%,Extremely actively,Excellent,Often,Slightly motivated,Very engaged,Often,Very effective,1
18,F,2,Housewife,0,Electrician,13000,93,91.3,96.5,88.4,96.5,95.7,89.8,80.5,85.2,91.8,97.1,93.1,89.6,More than 20 hours,Often,Yes,More than 90%,Not at all,Very Good,Always,Extremely motivated,Slightly engaged,Rarely,Slightly effective,1
20,M,4,Cashier,13000,Security Guard,14000,94,92.3,91.9,94.3,91.9,89.3,86.7,92.2,90.9,96.8,89.7,96.9,94.8,11-15 hours,Never,No,More than 90%,Moderately,Good,Rarely,Moderately motivated,Extremely engaged,Sometimes,Slightly effective,1
19,F,0,Housewife,0,Jeepney Driver,14000,95,88.7,88.6,93.8,88.6,86.9,84.8,97.1,83.5,88.7,72.9,93.0,97.9,11-15 hours,Always,No,71-90%,Slightly,Excellent,Often,Not motivated,Not engaged,Always,Not effective,1
21,F,1,Factory Worker,8500,Tricycle Driver,9000,89,89.4,90.9,87.9,90.9,93.3,90.5,84.2,73.5,94.7,92.8,94.2,90.1,Less than 5 hours,Sometimes,Yes,More than 90%,Very actively,Fair,Sometimes,Slightly motivated,Very engaged,Rarely,Very effective,1
20,F,2,Government Official,20000,Househusband,0,92,89.0,87.2,85.7,87.2,96.8,95.2,75.0,91.4,86.2,94.8,95.8,84.5,5-10 hours,Rarely,No,More than 90%,Extremely actively,Poor,Always,Very motivated,Moderately engaged,Often,Extremely effective,1
18,F,1,Teacher,22000,PUV Driver,10000,90,92.3,93.7,98.9,93.7,86.0,94.9,98.0,95.9,98.6,84.5,80.0,90.9,Less than 5 hours,Never,Yes,More than 90%,Not at all,Very Good,Often,Very motivated,Extremely engaged,Always,Not effective,1
19,M,5,Housewife,0,Factory Driver,12000,91,88.3,86.4,91.7,86.4,92.5,88.2,90.6,88.8,95.4,91.3,79.5,80.8,5-10 hours,Sometimes,No,More than 90%,Slightly,Good,Rarely,Not motivated,Moderately engaged,Sometimes,Very effective,0
20,M,0,Yaya,8500,Factory Worker,12000,97,89.2,97.5,87.0,97.5,90.6,92.9,86.8,92.1,92.5,82.9,88.5,73.3,11-15 hours,Always,Yes,More than 90%,Moderately,Fair,Always,Extremely motivated,Very engaged,Often,Moderately effective,1
18,F,1,Housewife,0,Sales Associate,15000,93,89.3,89.8,93.0,89.8,94.2,90.8,87.0,76.2,87.8,87.6,89.9,96.6,5-10 hours,Never,No,71-90%,Very actively,Excellent,Sometimes,Moderately motivated,Slightly engaged,Rarely,Slightly effective,1
19,F,2,Sales Assistant,9500,Customer Service Representative,22000,96,90.8,95.7,86.3,95.7,93.5,96.3,96.9,97.6,89.8,77.5,81.0,88.5,Less than 5 hours,Rarely,No,More than 90%,Extremely actively,Good,Always,Very motivated,Not engaged,Always,Extremely effective,1
20,F,4,Waitress,9000,Plumber,14000,89,90.1,93.0,95.7,93.0,86.1,87.0,95.0,86.1,91.9,85.2,86.6,91.7,11-15 hours,Sometimes,Yes,More than 90%,Not at all,Very Good,Often,Not motivated,Moderately engaged,Sometimes,Very effective,1
21,F,0,Housewife,0,Warehouse Staff,11000,95,88.1,87.8,88.3,87.8,90.0,95.7,92.3,88.2,90.2,86.4,78.2,84.0,Less than 5 hours,Always,No,More than 90%,Slightly,Fair,Sometimes,Extremely motivated,Very engaged,Often,Moderately effective,0
19,M,1,Security Guard,14500,Call Center Agent,21000,96,92.1,98.1,90.1,98.1,98.2,98.4,88.4,81.0,97.8,96.0,74.8,92.3,11-15 hours,Often,No,More than 90%,Very actively,Poor,Rarely,Slightly motivated,Extremely engaged,Rarely,Slightly effective,1
18,F,3,Laundry Personnel,8500,Maintenance Worker,12000,92,88.5,96.2,96.0,96.2,88.6,85.6,83.8,84.0,93.2,78.2,82.9,89.2,11-15 hours,Always,No,More than 90%,Moderately,Excellent,Always,Slightly motivated,Slightly engaged,Always,Not effective,1
20,F,1,Housewife,0,Delivery Rider,13000,90,91.0,94.2,93.7,94.2,84.8,91.3,89.7,93.3,84.9,88.5,97.5,89.3,5-10 hours,Sometimes,Yes,More than 90%,Moderately,Good,Often,Moderately motivated,Not engaged,Sometimes,Moderately effective,1
19,F,0,Delivery Rider,14000,Janitor,8000,97,87.3,85.3,89.4,85.3,91.2,90.0,74.9,96.8,96.5,90.6,74.3,85.8,5-10 hours,Never,No,71-90%,Extremely actively,Very Good,Always,Very motivated,Moderately engaged,Rarely,Very effective,0
22,M,1,HR,22500,Office Staff,16000,93,91.5,91.0,97.1,91.0,96.6,93.3,93.8,94.7,95.6,93.5,80.5,78.9,Less than 5 hours,Rarely,Yes,More than 90%,Very actively,Fair,Sometimes,Extremely motivated,Very engaged,Always,Not effective,1
18,F,2,Tailor,9500,Waiter,10000,94,86.2,88.2,91.0,88.2,90.5,86.3,78.1,75.5,88.1,73.2,96.3,93.0,11-15 hours,Often,Yes,More than 90%,Not at all,Excellent,Often,Not motivated,Extremely engaged,Often,Slightly effective,0
20,F,4,Housewife,0,Retail Salesperson,14000,97.5,86.8,90.9,88.2,90.9,87.6,90.8,73.0,80.4,97.0,89.9,91.1,74.8,5-10 hours,Always,No,More than 90%,Slightly,Poor,Sometimes,Moderately motivated,Slightly engaged,Sometimes,Very effective,0
21,M,0,Sales Clerk,11000,Graphic Designer,22000,91,94.1,97.4,94.2,97.4,95.3,97.4,85.8,97.5,89.4,95.1,90.4,95.1,5-10 hours,Often,No,More than 90%,Moderately,Good,Rarely,Very motivated,Not engaged,Rarely,Extremely effective,1
19,F,1,Teacher,19000,Government Official,17000,89,90.7,93.7,85.8,93.7,97.0,92.7,98.5,89.6,86.8,94.0,87.6,78.5,More than 20 hours,Rarely,No,More than 90%,Slightly,Very Good,Always,Slightly motivated,Moderately engaged,Always,Moderately effective,1
18,M,2,Housewife,0,Street Vendor,8000,96,88.9,88.5,90.8,88.5,88.8,88.7,81.3,91.6,92.3,74.6,96.0,97.4,Less than 5 hours,Sometimes,Yes,More than 90%,Very actively,Good,Often,Extremely motivated,Very engaged,Often,Slightly effective,1
20,F,1,Yaya,10000,Construction Worker,13000,92,88.0,86.2,98.5,86.2,92.2,84.7,88.5,73.2,98.8,98.1,88.2,73.8,5-10 hours,Always,Yes,More than 90%,Extremely actively,Excellent,Rarely,Very motivated,Slightly engaged,Sometimes,Very effective,0
19,M,5,Housewife,0,Mechanic,18000,95,90.3,98.3,96.3,98.3,85.5,98.5,86.1,84.3,85.9,85.2,90.7,84.3,5-10 hours,Sometimes,No,More than 90%,Moderately,Very Good,Always,Not motivated,Extremely engaged,Rarely,Not effective,1
21,M,0,Security Guard,0,Electrician,12000,90,88.3,87.9,87.4,87.9,94.4,86.6,90.5,91.8,93.6,86.4,72.9,91.8,5-10 hours,Often,No,71-90%,Slightly,Poor,Sometimes,Slightly motivated,Very engaged,Always,Slightly effective,0
20,M,1,Factory Worker,9500,Security Guard,13000,93,90.8,85.1,92.6,85.1,90.8,94.6,86.8,96.8,85.1,96.0,89.3,96.8,11-15 hours,Rarely,Yes,More than 90%,Not at all,Fair,Often,Moderately motivated,Not engaged,Often,Extremely effective,1
18,F,2,Housewife,0,Jeepney Driver,13000,94,89.5,95.0,95.9,95.0,91.4,93.6,87.0,88.7,95.0,78.2,75.8,88.7,11-15 hours,Always,No,More than 90%,Moderately,Excellent,Rarely,Very motivated,Moderately engaged,Often,Moderately effective,1
19,M,4,Housewife,0,Tricycle Driver,9000,96,93.4,97.1,87.9,97.1,87.5,88.0,96.9,94.7,97.1,88.5,97.8,94.7,Less than 5 hours,Often,Yes,More than 90%,Very actively,Very Good,Always,Not motivated,Extremely engaged,Always,Very effective,1
20,M,0,Cashier,14000,Househusband,0,97,89.1,91.0,85.7,91.0,95.6,85.7,95.0,86.2,91.0,90.6,82.0,86.2,5-10 hours,Rarely,No,More than 90%,Slightly,Poor,Sometimes,Extremely motivated,Slightly engaged,Sometimes,Extremely effective,1
18,M,1,Waitress,11500,PUV Driver,12000,91,0.0,0,0,0,0,0,0,0,0,0,0,0,11-15 hours,Never,No,More than 90%,Extremely actively,Good,Always,Moderately motivated,Very engaged,Sometimes,Not effective,0
19,M,3,Government Official,21000,Factory Driver,13000,90,92.4,94.2,91.7,94.2,85.8,91.7,88.4,95.4,94.2,89.9,96.0,95.4,5-10 hours,Sometimes,Yes,More than 90%,Very actively,Very Good,Often,Very motivated,Moderately engaged,Often,Slightly effective,1
20,F,1,Laundry Personnel,7500,Factory Worker,11000,92,86.5,85.8,87.0,85.8,90.8,87.0,88.4,85.9,85.8,81.0,88.2,85.9,Less than 5 hours,Always,No,More than 90%,Moderately,Excellent,Always,Slightly motivated,Not engaged,Rarely,Very effective,0
19,M,1,Street Vendor,12000,Customer Service Representative,18000,89,90.5,94.7,88.6,94.7,88.7,92.7,88.1,75.3,88.8,90.2,96.2,97.6,5-10 hours,Sometimes,No,More than 90%,Slightly,Good,Sometimes,Not motivated,Extremely engaged,Often,Very effective,1
18,F,2,Housewife,0,Plumber,15000,94,0.0,0,0,0,0,0,0,0,0,0,0,0,11-15 hours,Always,Yes,More than 90%,Moderately,Excellent,Always,Moderately motivated,Slightly engaged,Sometimes,Extremely effective,0
20,M,4,Teacher,21500,Warehouse Staff,12000,95,88.0,93.5,93.5,93.5,91.3,95.4,82.0,89.2,97.6,75.8,74.6,82.1,11-15 hours,Rarely,No,More than 90%,Extremely actively,Poor,Often,Very motivated,Moderately engaged,Always,Not effective,0
19,M,0,HR,24000,Call Center Agent,22000,96,92.8,96.6,97.2,96.6,95.8,94.8,94.1,95.4,85.3,88.9,85.5,90.3,5-10 hours,Never,No,More than 90%,Very actively,Very Good,Rarely,Extremely motivated,Very engaged,Often,Slightly effective,1
22,F,1,Housewife,0,Maintenance Worker,13000,97,89.6,85.2,86.4,85.2,85.0,90.2,95.2,88.1,90.2,93.4,91.8,95.0,11-15 hours,Often,No,More than 90%,Moderately,Good,Sometimes,Not motivated,Not engaged,Rarely,Moderately effective,1
18,F,2,Cashier,12000,Delivery Rider,12000,96.5,90.6,97.5,96.7,97.5,97.4,89.7,78.5,91.0,95.7,89.0,90.2,73.6,More than 20 hours,Sometimes,Yes,More than 90%,Not at all,Excellent,Always,Slightly motivated,Extremely engaged,Sometimes,Extremely effective,1
20,M,1,Factory Worker,9000,Janitor,7000,97.5,91.2,91.8,90.3,91.8,87.5,96.6,93.7,92.7,97.0,81.5,97.4,83.4,5-10 hours,Always,No,More than 90%,Slightly,Fair,Often,Very motivated,Slightly engaged,Always,Very effective,1
21,F,5,Housewife,0,Office Staff,15000,90,90.3,89.6,89.8,89.6,95.5,91.8,80.8,97.1,94.1,93.2,76.8,94.9,Less than 5 hours,Rarely,No,More than 90%,Very actively,Very Good,Always,Moderately motivated,Moderately engaged,Often,Not effective,1
19,M,0,Sales Assistant,10500,Waiter,11000,92,89.7,88.1,91.4,88.1,89.2,97.2,87.1,84.6,92.6,87.3,88.5,92.8,Less than 5 hours,Sometimes,Yes,More than 90%,Extremely actively,Good,Sometimes,Extremely motivated,Very engaged,Sometimes,Slightly effective,1
18,M,1,Housewife,0,Retail Salesperson,15000,91,93.0,95.8,95.8,95.8,97.2,85.5,92.5,89.5,98.3,98.2,93.2,81.3,5-10 hours,Never,No,71-90%,Moderately,Poor,Always,Not motivated,Not engaged,Always,Moderately effective,1
20,F,2,Government Official,18000,Graphic Designer,20000,93,89.0,97.3,85.9,97.3,92.0,92.5,81.9,81.9,90.9,82.0,91.1,86.7,5-10 hours,Always,Yes,More than 90%,Slightly,Excellent,Often,Very motivated,Extremely engaged,Often,Very effective,1
19,M,4,Tailor,11500,Government Official,19000,94,88.6,86.5,97.5,86.5,90.9,96.3,75.2,73.3,88.7,90.5,98.1,90.9,5-10 hours,Sometimes,Yes,More than 90%,Very actively,Very Good,Rarely,Slightly motivated,Slightly engaged,Rarely,Slightly effective,1
21,F,0,Yaya,9000,Street Vendor,7000,95,92.0,88.9,93.8,88.9,98.2,94.1,90.4,96.3,86.8,94.3,84.0,95.8,11-15 hours,Often,No,More than 90%,Not at all,Good,Sometimes,Extremely motivated,Moderately engaged,Sometimes,Not effective,1
20,M,1,Housewife,0,Construction Worker,14000,96,88.7,86.4,95.3,86.4,94.3,89.8,93.9,91.5,93.5,84.1,75.3,85.2,5-10 hours,Often,No,More than 90%,Extremely actively,Excellent,Often,Moderately motivated,Very engaged,Often,Very effective,1
18,M,3,Sales Clerk,12500,Mechanic,15000,89,89.2,94.9,86.8,94.9,90.2,86.1,97.3,90.1,94.2,76.9,92.6,76.9,5-10 hours,Rarely,Yes,More than 90%,Slightly,Fair,Always,Very motivated,Not engaged,Always,Slightly effective,1
19,F,1,Housewife,0,Electrician,14000,97,89.5,95.0,94.2,95.0,85.3,90.7,85.9,78.2,95.2,88.7,82.8,93.2,Less than 5 hours,Always,No,More than 90%,Moderately,Very Good,Often,Slightly motivated,Slightly engaged,Rarely,Moderately effective,1
20,F,0,Housewife,0,Security Guard,12000,92,92.8,97.2,87.2,97.2,92.6,93.4,90.1,94.8,87.4,95.8,88.2,97.0,11-15 hours,Rarely,Yes,More than 90%,Very actively,Good,Rarely,Not motivated,Moderately engaged,Sometimes,Extremely effective,1
18,M,1,Security Guard,15000,Jeepney Driver,14000,90,87.3,86.9,97.1,86.9,86.9,86.5,96.9,76.9,96.8,73.6,93.9,78.0,11-15 hours,Never,No,71-90%,Not at all,Excellent,Sometimes,Not motivated,Extremely engaged,Often,Very effective,0
19,F,2,Teacher,18500,Tricycle Driver,10000,91,88.0,90.1,92.3,90.1,96.2,87.3,91.3,88.9,87.8,82.8,73.5,87.8,5-10 hours,Sometimes,Yes,More than 90%,Slightly,Poor,Always,Extremely motivated,Very engaged,Always,Moderately effective,0
20,M,4,Housewife,0,Househusband,0,93,89.4,85.8,94.6,85.8,91.7,90.8,84.0,97.6,85.6,90.9,94.1,82.4,11-15 hours,Often,No,More than 90%,Moderately,Good,Often,Slightly motivated,Not engaged,Rarely,Not effective,1
21,M,0,Delivery Rider,12500,PUV Driver,11000,94,88.2,90.4,91.6,90.4,86.0,88.9,88.6,86.2,92.8,94.1,86.9,74.1,Less than 5 hours,Sometimes,No,More than 90%,Extremely actively,Fair,Sometimes,Very motivated,Slightly engaged,Sometimes,Very effective,0
19,M,1,HR,22000,Factory Driver,12000,95,92.6,91.1,96.3,91.1,95.0,97.1,98.2,73.8,95.9,96.7,89.8,93.9,5-10 hours,Often,No,More than 90%,Very actively,Very Good,Always,Moderately motivated,Moderately engaged,Always,Slightly effective,1
18,F,2,Factory Worker,9500,Factory Worker,13000,96,90.1,93.2,87.7,93.2,93.0,95.6,86.5,82.9,93.1,97.0,80.2,88.8,Less than 5 hours,Always,Yes,More than 90%,Slightly,Excellent,Rarely,Very motivated,Very engaged,Often,Not effective,1
20,F,1,Housewife,0,Sales Associate,13000,97,86.7,88.3,86.2,88.3,88.9,88.5,92.2,89.8,89.9,73.8,78.9,89.3,5-10 hours,Rarely,No,More than 90%,Moderately,Good,Always,Extremely motivated,Extremely engaged,Sometimes,Slightly effective,0
19,F,5,Street Vendor,11000,Customer Service Representative,20000,89,0.0,0,0,0,0,0,0,0,0,0,0,0,5-10 hours,Sometimes,No,More than 90%,Extremely actively,Fair,Often,Not motivated,Not engaged,Rarely,Extremely effective,0
22,F,0,Cashier,13000,Plumber,12000,90,90.8,91.5,90.5,91.5,94.8,84.8,78.9,95.7,96.0,87.5,96.7,91.1,Less than 5 hours,Often,Yes,71-90%,Not at all,Poor,Sometimes,Moderately motivated,Moderately engaged,Often,Slightly effective,1
18,M,1,Waitress,9500,Warehouse Staff,11000,91,88.2,92.6,88.2,92.6,89.8,87.8,83.7,90.3,90.7,90.3,73.8,90.4,5-10 hours,Rarely,No,More than 90%,Very actively,Very Good,Always,Slightly motivated,Very engaged,Always,Not effective,0
20,F,2,Laundry Personnel,9000,Call Center Agent,21000,96,92.1,89.9,96.9,89.9,98.5,91.6,86.1,98.5,91.8,98.0,82.5,89.0,11-15 hours,Never,No,More than 90%,Slightly,Good,Often,Not motivated,Slightly engaged,Sometimes,Very effective,1
21,F,4,Housewife,0,Maintenance Worker,13000,95,90.0,95.6,85.1,95.6,90.8,95.1,91.1,94.2,87.3,92.5,88.8,73.5,More than 20 hours,Always,Yes,More than 90%,Moderately,Excellent,Rarely,Very motivated,Extremely engaged,Often,Extremely effective,1
19,F,0,Government Official,19500,Delivery Rider,14000,93,93.6,97.1,95.0,97.1,93.9,97.8,90.9,86.0,98.1,86.7,91.4,95.1,Less than 5 hours,Sometimes,No,More than 90%,Extremely actively,Fair,Always,Extremely motivated,Moderately engaged,Rarely,Moderately effective,1
18,F,1,Housewife,0,Janitor,9000,92,90.2,94.4,89.6,94.4,87.0,86.2,89.4,93.0,88.5,93.7,94.8,81.5,5-10 hours,Often,Yes,More than 90%,Very actively,Very Good,Sometimes,Moderately motivated,Very engaged,Always,Very effective,1
20,M,3,Tailor,10000,Office Staff,15000,96.5,89.1,90.3,98.4,90.3,95.1,91.2,84.3,80.5,97.5,75.9,89.3,87.9,5-10 hours,Often,No,More than 90%,Not at all,Good,Often,Very motivated,Extremely engaged,Sometimes,Moderately effective,1
19,M,1,Sales Assistant,11500,Waiter,10000,97.5,89.0,87.6,87.9,87.6,92.5,93.7,88.9,93.9,94.3,84.3,85.2,82.9,11-15 hours,Rarely,No,More than 90%,Slightly,Excellent,Always,Not motivated,Not engaged,Often,Extremely effective,1
21,F,1,Housewife,0,Retail Salesperson,16000,94,93.4,96.8,96.1,96.8,96.3,98.5,96.6,92.1,96.1,91.8,86.4,80.0,5-10 hours,Sometimes,Yes,71-90%,Moderately,Poor,Sometimes,Slightly motivated,Slightly engaged,Always,Not effective,1
20,F,0,Teacher,20000,Graphic Designer,22000,91,88.2,87.3,94.8,87.3,86.4,92.8,73.2,77.4,92.1,88.6,97.2,92.7,Less than 5 hours,Always,Yes,More than 90%,Extremely actively,Fair,Often,Extremely motivated,Moderately engaged,Rarely,Slightly effective,0
18,M,1,Housewife,0,Government Official,18000,89,89.8,93.9,90.1,93.9,90.6,88.4,91.5,73.5,95.5,92.9,83.1,94.3,11-15 hours,Never,No,More than 90%,Very actively,Good,Rarely,Moderately motivated,Very engaged,Sometimes,Slightly effective,1
19,F,2,Cashier,13500,Street Vendor,9000,90,88.2,88.2,92.5,88.2,88.3,86.8,95.8,96.2,89.2,78.2,90.5,76.2,11-15 hours,Rarely,Yes,More than 90%,Not at all,Very Good,Always,Very motivated,Slightly engaged,Always,Moderately effective,0
20,F,1,Yaya,8000,Construction Worker,16000,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-10 hours,Sometimes,No,More than 90%,Moderately,Excellent,Often,Not motivated,Extremely engaged,Often,Very effective,0
18,F,0,Housewife,0,Mechanic,16000,97,89.8,90.7,97.8,90.7,91.4,94.0,93.5,85.9,86.0,89.5,78.4,90.2,5-10 hours,Always,Yes,More than 90%,Slightly,Poor,Sometimes,Slightly motivated,Moderately engaged,Rarely,Not effective,1
19,F,1,Security Guard,12500,Electrician,13000,96,91.2,92.8,85.7,92.8,93.6,85.3,94.6,97.2,90.8,97.6,74.9,98.4,5-10 hours,Often,No,More than 90%,Very actively,Good,Rarely,Extremely motivated,Not engaged,Sometimes,Extremely effective,1
20,F,1,Housewife,0,Security Guard,14000,95,88.3,85.1,95.6,85.1,88.8,87.5,98.7,81.5,85.9,86.1,90.3,86.5,11-15 hours,Never,No,More than 90%,Extremely actively,Very Good,Sometimes,Very motivated,Very engaged,Often,Very effective,0
